description,26FP12B,26FP12C,26FP12D,26FP12E1.3.LA,26FP12E1.3.ME,26FP12E1.3.YE,26FP12E1.TE,26FP12E2.TE,26FP12I,26FP15B,26FP15C,26FP15D,26FP15E1.3.LA,26FP15E1.3.ME,26FP15E1.TE,26FP15E2.TE,26FP15E3.TE,26FP15E4.6.LA,26FP16B,26FP16C,26FP16D,26FP16E1.2.LA,26FP16E1.2.ME,26FP16E1.TE,26FP16E1.YE,26FP16I,26FP17B,26FP17C,26FP17D,26FP17E1.2.LA,26FP17E1.2.ME,26FP17E1.TE,26FP17E2.TE,26FP18B,26FP18C,26FP18D,26FP18E1.3.ME,26FP18E1.TE,26FP18E1.YE,26FP18E4.8.LA,26FP3B,26FP3C,26FP3D,26FP3E2.TE,26FP3E3.TE,26FP3E4.LA,26FP3E4.TE,26FP3E9.7.LA,26FP3I,26FP7B,26FP7C,26FP7D,26FP7E1.TE,26FP7E2.TE,26FP7E3.TE,26FP7I,26FP8B,26FP8C,26FP8D,26FP8E1.2.LA,26FP8E1.ME,26FP8E1.TE,26FP8E1.YE,26FP8E2.TE,26FP8I
superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,62.358959,13.965932,0,34.898654,0,34.85732,1359.43,264.8541,290.743255,48.598101,6.994742,24.318397,48.724849,138.705246,50.098585,6.994939,143.739821,48.79156,0,0,0,20.948166,48.812239,919.649896,69.353053,0,103.512029,6.995451,90.13549,41.84685,34.90377,55.770565,41.89661,6.990125,83.05381,55.686075,76.41696,62.62439,55.759243,276.069,766.573029,68.96283,13.941535,62.740464,55.703458,179.768065,4321.597,20.96311,0,41.73823,130.012422,75.759739,143.96629,55.59185,76.369815,15.829701,0,41.909355,240.649569,1785.590425,55.48438,13.955693,62.587903,13.967304,82.3664753
sucrose biosynthesis III,0,0,11.980893,0,0,13.49265,0.8999934,0,26.147635,0,0,0,0,0,0,0,0,0,1.499779,0,0,0,0,1.499952,0,0,0,0,0.2999962,0,0,0,0,0,0.5999782,0,0,0,0,0,0,0,1.799591,0,83.199006,1.499946,0,0,0,0,0,2.999045,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-dihydroxy-6-naphthoate biosynthesis II",144.5,3565,10.5,0,0,0,0,2,93,42,2189.5,39.5,2,0,0,1,0,0,69.5,8262,14,0,0,1,0,0,1265.5,6665.5,91.5,0,0,6.5,4,1652.5,11,250.5,0,3.5,3,9,1189.16592,84.5,28.5,3,0,4,7.5,0,1,10,2553,34.5,6,4,1,8,75,121.5,13.5,1,0,3,0,5,8.3076923
superpathway of demethylmenaquinol-6 biosynthesis II,144.5,3564.749947,10.5,0,0,0,0,0,7.515152,42,2189.5,39.5,0,0,0,0,0,0,69.5,8262,14,0,0,0,0,0,1265.5,6665.5,91.5,0,0,1.625,2.285714,1652.5,11,250.5,0,2.625,0,0,1118.579955,84.5,28.5,0,0,0,1.666667,0,0,10,2549.485546,34.244444,0,0,0,0,75,120.99375,13.5,0,0,0,0,0,0
"1,4-dihydroxy-6-naphthoate biosynthesis I",0,2.4989485,0,0,0,0,0,2,90.503356,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.290323,3.529412,0,0,0,0,2.692308,3,9,456.13799,0,0,3,0,4,7.291667,0,1,0,34.714452,2.395833,7,4,1,8,0,4.879518,0,1,0,3,0,5,6.5693431
"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)",602.022578,116.659528,749.691072,515.845653,524.431206,196.9077,7590.588,8594.549,619.11894,341.494088,137.255016,403.61211,693.792654,1671.106064,286.437892,1708.298671,423.114577,1014.488,746.346839,350.262912,1055.873,679.912296,1231.626196,937.701301,675.663835,6.3774489,929.68147,578.1117,3752.659,883.9784,1140.405159,1222.332465,2995.051,216.105984,1820.666,2943.353566,638.13687,705.5855,863.134707,1338.161,88.432897,933.617355,1139.845227,1665.938642,886.606674,1127.310736,5307.991,770.0206,0,661.6701,1092.205173,1229.658382,989.09823,1040.089,735.804995,45.123231,855.485604,325.478632,1606.742225,240.84932,482.252467,495.316318,1049.763328,699.380902,671.1435703
"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)",1241.162723,1763.933886,353.670734,0,0,0,0,0,183.384719,138.38494,6496.130197,358.653353,7.565022,0,0,0,0,0,509.013477,490.466961,144.0583,0,0,0,0,0,70.415618,2804.952096,143.3069,1.931386,0,0,1.399556,2703.96151,2633.24,729.288711,0,0,0,0,2111.385663,2925.865827,248.673252,0,0,0,0,0,0,90.42852,810.188519,163.755895,0,2.027498,0,0,4410.813274,11105.48912,2072.914041,0,0,0,0,0,10.5322764
isoprene biosynthesis II (engineered),0,0,0,0,0,0,0,0,8.961525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxadiene biosynthesis (engineered),684.165448,194.8453753,982.371027,2153.44659,499.019402,335.0115,8295.04,11360.3,983.826872,280.74299,409.59795,606.329754,1543.762301,1558.168776,883.744071,1703.308534,357.393298,627.0344,742.998118,465.908136,1054.496,1037.703464,1861.269868,814.809868,173.581084,11.3333778,848.283552,882.757717,4065.105,1778.365,783.844892,1737.214911,3116.634,434.370946,2018.617,3331.252667,1382.700652,458.0354,648.360615,1978.476,3180.224682,1236.263551,1220.823271,2081.970609,743.556608,333.231177,4431.555,855.7974,7.389242,787.4376,1441.667828,1281.557072,706.678994,651.0233,678.104092,94.393219,1116.048732,12402.5798,1943.12293,732.987903,731.854835,783.556947,1964.50007,410.608279,105.6826215
L-arginine biosynthesis IV (archaebacteria),2644.359409,5454.634514,2197.221668,10147.96046,8554.592371,6712.317,39383.95,44492.61,9204.775708,2010.310385,8608.034206,1868.749976,6814.029877,12315.22414,3233.362727,8813.514139,5481.866138,9048.292,2372.721892,9611.094722,4159.429,7218.035767,9445.988011,12767.79678,6149.694931,16.7345525,4044.32393,10031.24018,8391.328,9478.186,9975.323144,10908.22373,15183.74,5048.991634,5202.455,7567.729509,8181.176892,8183.149,10983.92154,16541.97,9838.6654,3586.181383,2744.085932,13582.47295,9757.117617,11787.09796,44052.42,10127.07,11.222102,2405.563,5437.540125,3021.92663,5153.574407,5644.297,7495.759648,278.650845,6230.396785,11288.3746,6626.592867,9346.140928,4743.629043,3610.107858,8068.747786,5315.456089,1148.408824
aromatic biogenic amine degradation (bacteria),219.25111,46.0944007,269.463174,751.230587,144.936459,105.0861,11373.82,12374.23,255.127328,81.500651,36.751718,167.110227,428.085959,428.372184,289.651787,1685.305187,145.624326,292.1034,224.805519,138.341157,381.3774,151.920508,573.784875,536.30122,55.922267,3.2258065,327.670588,220.681942,1945.96,622.6647,243.792449,1078.234905,2530.072,89.458866,739.0338,1270.304774,465.750697,245.6196,195.468011,2378.977,39.712816,391.062024,506.449683,1709.8835,923.900419,957.216108,8504.666,220.1177,0,253.6364,424.223473,533.884867,890.104517,446.074,450.26028,22.112474,328.79984,103.494047,480.113677,694.937807,231.689992,520.719528,927.110589,346.708016,534.0318205
sulfoglycolysis,5.10515,0,16.039192,0,0,0,0,0,1.551358,6.467799,5.717286,15.135788,1.355909,0,0,0,0,0,25.503975,158.08511,2.022155,0,0,0,0,0,0,1.719234,33.42569,0.29,0,0,0,2284.722126,65.61781,44.810436,0,0,0,0,23.459177,55.27932,4.629836,0,0,0,0,0,6,0,194.544398,4.270165,0,0.3856929,0,0,55.883023,4223.370611,572.018684,0,0,0,0,0,0
mannan degradation,0,0,0,0,0,0,0,0,1872.267925,0,0,0,56.16282,0,0,0,0,0,0,0,0,0,0,0,0,4.7690069,3.42733,3.426933,0,6.854943,0,0,0,0,0,0,0,0,0,0,2348.843008,0,0,0,0,0,0,0,2.584921,0,3.426932,0,0,29.93187,0,52.778675,0,11.875425,0,0,0,0,0,0,143.7797544
L-methionine salvage cycle III,0,0,0,0,0,0,0,0,290.001128,0,0,11.851758,0,0,0,0,0,0,0,0,8.715217,0,0,13.220339,0,0,0,0,0,0,0,0,0,0,0,0,0,3.308824,0,0,0,0,0,0,0,0,0,0,0,0,34.870483,0,0,0,0,0,0,0,0,0,0,75.093222,0,0,0
6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),5571.829603,5923.72959,3484.643231,14725.10544,12414.74482,9834.604,49724.01,62965.06,6360.096698,5380.246237,8925.12556,3029.882748,10087.36068,17902.6654,4543.03971,11528.25046,7875.130982,13060.56,5749.493137,10765.06771,5935.794,10359.01403,14255.76596,18765.67251,8883.451005,18.3811426,7284.454199,11152.58472,9777.905,14002.53,14615.54643,15425.60576,20150.41,4884.590888,6927.551,10020.55192,11838.17602,11928.39,15889.35877,22952.79,8196.697857,4228.578718,3344.3441,19055.26161,13675.19947,16805.76366,60849.54,14512.41,11.240995,6094.205,6746.080826,4491.826938,7339.098598,8407.745,10837.66712,167.839892,10039.39488,12493.10071,12388.22132,13278.6927,7106.530818,5099.382369,11722.43541,7574.053531,906.3460938
methylerythritol phosphate pathway II,5657.680717,5339.556006,3441.165034,12288.42691,10225.14026,8308.715,42084.97,57412.02,9549.013891,5434.248756,8478.795425,3012.157063,8689.546979,14835.01746,3677.127955,9669.984942,6551.679863,10855.42,5773.193484,9533.702724,5786.816,8478.065748,12177.16603,16081.80127,7387.071168,16.3897776,7031.709927,10062.72394,9289.367,11551.24,12307.52248,13282.45528,16713.81,4586.026443,6796.177,9514.999558,9897.30893,10171.68,13287.27134,19373.44,10704.26421,4163.68198,3219.686813,15672.04083,11210.7771,14298.32636,54932.45,11977.24,11.839101,6198.723,6255.994939,4407.7897,6496.553398,7308.839,9172.032451,310.073009,10096.94352,13581.70309,12331.69806,10789.87248,6029.858483,4316.912832,9861.491848,6187.79507,996.469239
methanol oxidation to carbon dioxide,34.806123,15.8707947,11.738171,0,0,0,0,0,0,2.937628,12.226746,0,0,0,0,0,0,0,11.680276,19.319526,34.43824,0,0,0,0,0,23.10568,8.769435,177.4039,0,0,0,0,21.198966,20.64727,100.757441,0,1.505587,0,0,0,17.440823,23.441193,26.050962,0,0,2.949132,0,8.36468,14.39706,136.545951,37.609635,0,0,0,0,18.487902,20.176002,20.476395,0,0,0,0,0,0
gondoate biosynthesis (anaerobic),7126.075297,6597.28918,4575.600747,20800.06431,17975.93579,13072.11,68960.38,85139.69,11466.01048,6816.468948,11096.38071,3997.830035,12998.01973,24646.59595,6330.580471,16906.53729,10961.68324,18177.9,7253.486369,11264.5321,7922.941,14719.52445,18451.99801,23753.81505,12305.96043,28.175443,8895.311357,12553.57545,13179.49,20835.79,19563.86414,20020.05976,30040.99,6851.648457,9294.815,13216.73873,16538.90413,15455.02,21826.95883,32105.77,13365.20038,5844.808897,4583.71004,27907.68255,21016.18653,22436.55894,78145.14,20830.96,7.723423,7804.14,8059.437936,5838.228507,9674.677069,10608.81,14415.19284,352.734422,13138.39311,23926.69643,16343.53363,19389.92215,9338.717812,7094.814597,16125.82284,11268.26582,1401.284365
oleate biosynthesis IV (anaerobic),3698.883233,3636.12587,3233.397056,18372.14138,15585.71015,11924.95,65819.71,72618.19,3428.24441,3279.243556,9660.342091,2483.952163,12355.00377,22436.70906,5728.044714,15741.84612,9794.440909,16431.11,3932.900774,2320.634239,5713.113,13091.28623,17503.57713,22684.92583,11099.73129,18.9219543,4821.31699,6484.895323,11667.59,17971.14,18054.86489,19134.73375,27101.22,4743.038433,7328.96,11036.48399,14775.65271,14492.1,19665.03273,28999.94,3900.747349,4907.947608,3917.87371,24612.19972,17807.88225,20760.22129,71155.72,18230.41,4.34731,3961.755,4834.708489,4199.617886,8907.57726,10171.57,13423.34833,81.130283,8865.16297,15133.89111,9967.817532,16953.90422,8698.841468,6526.613888,14676.12838,9818.700956,1321.818153
superpathway of purine nucleotides de novo biosynthesis I,6091.477587,5669.096505,3764.386464,14143.41576,11685.69301,9399.789,49160.96,64877.28,5249.546346,5829.557664,9712.19832,3269.238987,9901.592892,17111.79515,4389.335076,11236.7269,7480.011344,12433.26,6222.474092,7139.492086,6332.081,9863.795286,14003.94399,18244.82862,8456.288443,18.8515683,7636.104644,10458.04683,10386.57,13350.95,14050.7608,15127.89142,19468.08,5293.000537,7524.271,10619.87417,11341.60472,11500.97,15148.60783,22076.81,8362.126579,4699.740486,3591.534049,18151.15745,12962.00086,16138.57497,61012.4,13714.53,12.82232,6662.549,6759.730348,4828.057335,7324.428457,8271.086,10455.71669,183.451333,10989.26414,17753.2851,13409.24369,12507.21362,6891.850759,4956.590955,11354.70773,7167.463839,978.7764483
mevalonate pathway I,19.144062,4.1975291,54.562485,0,1.165678,0,1471.568,435.5127,24.260187,16.371526,8.396965,9.733213,0,96.990451,202.092475,0,8.656299,0.8250468,9.749489,0,4.192306,159.673504,0,4.14713,0,0.3460048,0,23.753115,54.30003,1.345675,0,14.366818,41.94456,13.739158,70.16747,75.553662,0,11.85296,0,1.74931,22.291515,96.869021,25.790695,1.119803,5.592315,9.004917,10.21377,0,0,0,29.172232,0,0,0.6530803,10.984333,0,34.339536,5145.117957,79.248931,2.410635,0,0,0,0,0
superpathway of L-alanine biosynthesis,5527.606091,4626.281789,3385.424267,11838.31391,9934.357582,8068.84,42200.51,55224.24,2842.711559,5140.49082,10361.43129,2916.951859,8321.287649,14440.81858,3772.882575,9363.577242,6376.924532,10490.65,5552.739781,3138.924591,5601.819,8373.894686,11769.67293,15608.29064,7228.706552,15.8860813,6237.761904,7892.641126,9175.305,11144.88,11895.05703,12855.76881,16238.54,5726.179113,7085.863,9323.109592,9531.798176,9815.305,12869.84557,18841.39,2991.455628,4870.020404,3186.613357,15314.90161,11123.82375,14036.65161,53138.63,11621.86,15.38754,5871.312,5105.036356,4266.774095,6320.375666,7087.272,8930.848283,66.379359,10499.1923,20570.16843,12205.91526,10709.16474,5853.357666,4177.418702,9510.310607,6086.368855,787.9350566
ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,1320.929053,5214.165195,591.379391,1476.774783,445.729477,462.6277,8275.437,10740.64,193.421058,292.904965,8315.756702,513.323941,990.5169,975.878973,453.700313,1982.037945,355.340606,589.1404,754.289673,8942.962252,774.0977,337.785866,1698.893896,1418.65173,413.305604,7.7916375,2703.379982,9270.292126,2767.214,1483.275,813.963306,1719.947205,2389.099,4242.485622,2440.917,2551.245745,878.058624,539.1702,737.453824,2339.446,2023.442671,2676.87762,845.505301,2360.254282,1425.058404,1180.570418,4612.752,667.884,1.384615,531.99,4084.054558,939.15839,1193.998405,776.2247,788.27069,13.930419,3783.81742,7254.137325,2059.434111,1050.74893,640.00993,746.946521,1549.770574,564.660796,488.4598428
anhydromuropeptides recycling,2778.666425,4093.087041,1349.851551,1735.388446,1362.854058,776.0755,13633.2,12904.69,5364.851808,819.6128,11800.1465,1102.530581,2821.908986,5568.177892,453.097958,3341.47801,1437.458684,3486.054,1568.083205,1398.688059,868.9009,2273.12815,3945.372933,2766.010438,2309.044239,19.2304425,872.775656,6548.463477,2281.252,5248.758,3801.822749,2583.182887,5055.547,5033.469374,5202.243,3331.389034,2276.223199,2001.156,3013.707931,2012.609,5655.864522,4980.250861,1214.054166,4768.925076,1937.357647,1571.16263,4850.374,2586.982,7.259524,934.5341,2207.745298,758.349737,1369.072236,2771.168,2159.373031,184.993897,8141.34688,22244.76867,6271.866402,763.788117,1597.075805,823.520627,1400.090895,2137.081752,1006.959902
3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,62.145591,7.5025457,39.441893,0,1.546736,26.23246,843.684,1673.029,128.416139,33.060061,23.274759,47.293498,10.777756,0,0,0,4.399405,29.43833,38.273064,20.745608,61.05612,4.95505,0,346.61033,11.982396,0,63.979307,28.022676,277.7822,10.30195,12.201374,161.784482,50.03307,39.324417,134.9298,306.879361,86.980885,62.54839,11.018646,293.1531,33.828442,99.249662,52.446512,93.693465,208.441382,249.352596,473.6695,3.811529,0,42.4578,156.632949,82.300099,160.711815,89.46114,114.952207,0,246.336766,2630.92526,981.709799,13.405307,68.712704,84.544703,11.510228,0,0
purine ribonucleosides degradation,482.887895,1669.591708,254.075219,2.721989,94.285876,0,3188.719,1571.009,8642.814253,46.303933,6546.039362,174.864942,130.054341,123.801293,310.412258,42.173634,25.354568,0.8413201,167.023753,205.967495,54.17582,154.596836,0,39.222416,0,7.2476798,33.532007,2166.483557,468.942,37.96399,7.182704,143.452244,843.3219,2504.136438,1209.035,469.204572,58.053254,50.46509,24.911737,138.2726,8274.638679,2033.243233,184.866966,138.123275,101.96267,109.730745,1732.058,38.93453,6.430916,57.63082,371.621764,51.283465,110.329304,109.4907,37.799364,272.086656,2139.619033,22303.64274,1142.659362,18.531025,0,67.435119,153.273218,65.196091,505.8870919
superpathway of purine deoxyribonucleosides degradation,545.829723,1700.590328,299.571228,7.442264,96.46654,3.939197,2928.887,1637.906,8719.677982,63.604371,6638.163286,218.395352,172.631514,194.587716,413.387902,46.103963,30.634886,12.41779,191.149733,233.359878,86.56979,236.530935,18.324968,49.052184,0,7.1289106,60.362081,2259.243136,640.3994,98.04918,12.697025,154.856721,820.2626,2535.913072,1357.731,639.078734,94.798912,55.98733,34.934312,160.4743,8411.244698,2134.91292,235.218096,149.299066,118.784807,126.283152,2038.894,42.72221,5.939192,90.14185,458.740223,92.104142,120.979619,115.5778,44.097514,277.976653,2261.84531,20872.46959,1483.522359,38.945283,7.81093,69.801665,155.449336,73.161564,528.4008377
superpathway of pyrimidine deoxyribonucleosides degradation,510.578323,1562.555096,288.911295,6.461174,6.622133,3.2667,2153.472,1664.503,9040.201081,62.217647,6090.262289,192.104364,166.775931,201.448815,326.843245,53.697655,31.230969,10.45074,170.113848,245.326267,78.55996,235.595222,11.026355,41.418524,0,7.0311362,46.619486,2106.843673,621.2307,85.55237,9.794184,134.682611,645.9522,2548.425011,1233.922,541.546421,127.32283,51.60911,24.515861,165.5931,8595.992091,1966.962669,212.232861,152.0336,110.170371,123.685781,2016.029,38.63766,4.510991,109.1886,449.335653,82.545412,82.967513,116.891,34.180582,293.251853,2098.691591,17332.46432,1031.304252,26.741929,6.482268,70.092846,67.825233,69.624622,494.7076064
CDP-diacylglycerol biosynthesis II,7515.242052,6406.989328,4959.396709,17003.72312,13741.62076,11579.71,61543.19,81126.45,12617.16962,7206.357289,10444.2923,4149.368247,12309.56669,20601.0479,5282.305006,13500.01588,9014.790363,14941.19,7772.652569,11300.8577,8322.946,11634.10863,17349.2814,22871.99985,10156.2107,19.8495675,9422.326291,12405.37309,14864.28,15814.94,17193.72598,18976.8662,23442.2,5599.789311,9904.577,14501.62349,13669.01302,14317.35,18373.44935,27088.55,12525.92717,5894.327179,5083.463515,21579.91818,14907.25744,20034.66149,77927.8,16227.09,14.247043,8286.973,8459.95743,6426.246277,9253.229597,10462.15,12862.40516,380.766273,13644.96794,21467.85363,17005.30382,14685.78652,8408.356667,6058.69452,13761.95584,8420.937465,1716.245914
polymyxin resistance,510.130709,1559.349844,298.337152,0,0,0,150.9006,710.1411,35.403165,92.246196,6047.051911,182.447849,1.861956,0,0,241.667667,0,0,274.919435,278.658618,353.7122,0,0,22.380809,0,4.9599198,273.669619,2075.799404,1648.289,0.3624863,0,110.42385,0.4995281,2342.299443,1436.688,1175.134476,0,0,0,1.24647,462.184336,1920.84538,469.650458,81.012043,0,14.201827,14.78777,0,0,168.2235,534.065469,464.029359,95.347618,19.43354,33.423857,1.722615,1986.204857,6775.243708,970.201398,0,0,0,0,2.415318,493.798593
superpathway of heme biosynthesis from uroporphyrinogen-III,1009.958179,2652.558352,214.611628,0,0,0,3268.093,941.4497,366.027745,76.454134,8007.3384,210.139422,68.665188,0,0,0,20.95937,0,304.336986,482.456727,153.0113,2.999362,14.988774,11.994542,0,7.4542285,56.710415,3867.602657,267.5199,714.1004,2.999557,20.97983,428.8845,3527.51654,2179.054,471.993049,0,25.9696,2.99959,155.2423,914.595967,2937.473444,146.4657,71.801336,11.992284,11.993882,1178.16,83.64606,4.19492,72.66418,648.052641,131.608515,62.628631,23.95189,5.99762,10.215888,4077.719297,9039.221976,1656.86529,0,0,74.218531,2.999448,17.968589,74.7830282
tRNA processing,5355.424447,2649.20506,3198.82195,11264.78724,9293.119658,7768.413,39448.21,54813.53,2055.212624,5216.983788,7175.110619,2830.211658,8064.627063,13656.15431,3446.440297,8665.640495,6039.684267,9984.316,5485.860855,2171.225099,5486.265,7811.382375,11348.28475,15116.60706,6785.930874,12.3590791,6056.053141,4981.097753,8274.542,10431.14,11441.58782,12458.57967,14953.31,3169.879315,6407.025,8621.405058,9089.030525,9549.199,12303.97407,17945.15,1730.094633,3932.051404,2927.516103,14028.05087,9980.661567,13352.27018,52226.61,10924.25,0,5919.662,4367.464849,4100.313448,6130.791424,6864.936,8549.018353,56.244081,9697.11864,10333.06565,11786.07196,9622.157262,5618.490584,3955.301752,8998.989026,5518.662771,271.7828424
methylphosphonate degradation I,475.309858,1889.301998,99.231917,4.696425,129.059005,40.4438,5707.836,6057.371,133.553546,57.978686,7425.126739,167.311661,60.099675,29.992627,166.062376,1294.82305,59.490272,0,152.358129,36.495582,232.757,0,0,182.204341,0,8.4345048,37.819905,2381.515623,168.0264,0,12.498791,709.185885,2008.596,61.514805,1133.564,230.840025,44.408887,162.0118,29.63688,938.0613,869.486331,2086.107146,88.937912,870.664595,568.846545,606.2385,4344.369,88.05157,0,30.59161,44.575368,41.433822,619.724234,291.4409,210.506782,1.757134,2253.00582,8345.304852,854.99872,13.946883,0,287.482834,523.320768,260.617971,10.7465997
peptidoglycan maturation (meso-diaminopimelate containing),6285.078105,2399.160626,3926.413325,11870.43998,10602.57021,7655.22,34276.24,53322.02,11876.39796,6314.970837,9162.539728,3462.79996,7371.795513,14555.9247,3816.256488,8972.977285,6434.629161,10653.65,6621.284853,1498.187688,6769.042,8937.330745,10292.36123,13495.91468,7271.623197,18.9320388,6702.285362,3557.191878,10724.74,12003.6,11381.74426,10953.71395,15989.55,4385.539828,7265.483,10496.78708,9563.08865,8953.073,12803.48861,17881.89,8133.840817,3630.257636,3727.077407,15610.40852,11407.58111,12778.41993,48699.29,12233.22,15.765464,7313.034,4365.420466,5225.840751,5402.469528,5751.009,8289.388619,253.700349,10228.66069,18164.2749,14491.96433,11245.40336,5299.142401,3892.114846,9061.140061,6443.606098,1146.200517
superpathway of pyrimidine ribonucleotides de novo biosynthesis,6084.948443,6159.860582,3757.572423,13688.4972,11384.44124,9196.439,48196.27,63856.23,4994.641495,5801.794649,10042.47235,3261.242816,9620.961464,16597.91847,4276.091613,10883.15915,7284.069973,12071.67,6190.741903,10672.70169,6299.679,9584.543542,13550.3075,17804.27447,8220.66061,18.6838376,7583.971276,11467.27388,10321.43,12859.65,13658.90081,14770.83509,18896.35,5376.637789,7526.2,10531.90674,11013.01595,11251.71,14744.84168,21546.52,8498.889578,4766.830111,3570.731941,17552.47811,12588.96571,15858.41833,60417.18,13324.14,12.304276,6619.802,6925.15673,4783.546856,7186.535362,8088.681,10198.95853,176.671117,11056.97909,17696.31969,13399.0961,12100.15115,6704.758623,4807.702261,11000.21997,6938.774916,1019.885555
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),5641.106247,3922.942906,3426.29796,12806.62599,10671.71771,8601.537,44063.3,58631.33,3569.272113,5440.282411,8293.086176,2991.762639,8927.467164,15523.6469,3993.133834,10038.11457,6819.971164,11305.86,5776.09138,3999.545138,5797.771,8975.137166,12621.15037,16606.57432,7691.504853,15.1798358,6751.673477,7342.248531,9294.492,12083.5,12774.86686,13702.5991,17481.7,4333.534081,6894.869,9532.88072,10283.86234,10513.24,13812.56114,20101.57,5937.000622,4270.1977,3232.211815,16366.37938,11735.39699,14753.31886,55797.38,12493.58,11.077471,6191.949,5537.810002,4427.057102,6639.191539,7502.515,9502.306218,128.420434,10171.77353,16147.08797,12412.75759,11316.00485,6247.646475,4469.459091,10178.79398,6482.976504,774.9225669
phenylacetate degradation I (aerobic),1051.685884,2028.336005,562.764144,100.526314,2.997524,19.42889,2716.049,2419.584,214.432655,225.490615,7538.933129,359.348492,88.601664,78.269717,55.69493,103.741084,81.26007,109.4411,433.123585,212.204309,740.7148,66.32725,36.374916,386.151354,38.304101,0,548.098243,3109.589876,2612.175,39.20687,39.290953,227.330075,960.791,134.203545,2613.136,2073.400155,61.969599,103.1231,89.991215,416.6021,728.391958,3025.591245,965.073101,151.65187,141.422219,311.780629,3324.903,122.3748,0,365.361,690.331973,772.269156,206.161126,110.143,84.67059,10.549857,3816.878293,6500.12186,1417.118895,711.833217,50.059272,55.891084,55.093899,103.139565,10.4066969
allantoin degradation IV (anaerobic),9.067475,0,16.953431,0,0,0,0,0,85.287148,3.870026,4.360945,26.779368,2.792015,0,0,0,0,0,15.783653,164.638458,1.157826,0,0,0,0,0,0,1.684086,77.04181,0.707611,0,0,0,2655.251232,52.36192,62.344064,0,0,0,0,81.880215,48.387888,13.942529,0,0,0,0,0,0,0,222.610822,2.197772,0,0.8595833,0,0,45.125626,3441.587529,353.606353,0,0,0,0,0,0
2-methylcitrate cycle I,911.367894,3883.633366,921.023387,8520.413777,7608.0135,5610.768,26486.73,27799.65,724.631957,997.458537,2654.121241,799.107887,5364.711555,10405.24223,2599.669112,6737.793173,4661.588584,7674.449,1181.588173,8911.263806,1841.07,6245.18872,7510.00286,10008.60187,5237.020612,1.0031471,1343.39571,7587.294267,3751.761,8262.452,8276.226984,8337.103514,11758.5,4175.998284,1792.538,3751.297329,6891.369262,6619.157,9259.101358,13354.82,1147.550971,766.949553,1112.706668,11248.48433,8543.70425,9711.194174,29248.93,8776.464,7.331212,1050.323,4116.990158,1215.104247,3690.516609,4392.936,6120.143044,4.223747,1786.255103,3671.452362,3318.80563,7955.63963,3894.731292,2854.946592,6491.275343,4671.899184,451.5889327
aspartate superpathway,2565.975091,4348.395878,1929.430828,1880.211732,2188.261087,818.7624,24086.89,24339.56,5230.392987,1459.44341,9015.164717,1505.058857,2748.402088,4893.891298,1549.394028,4922.532953,1555.47669,2948.196,2291.246025,4726.362205,3246.055,2653.674437,3676.872622,4680.221255,1981.830725,15.1640133,4242.049762,8120.92356,6729.647,3059.053,3189.161954,3844.448781,8771.918,4444.77204,4702.899,6523.258003,2318.388653,2125.569,2627.854899,4324.722,5742.409536,3846.219469,2206.022911,5203.402673,2816.904554,3263.155931,21206.05,2449.98,11.377543,2023.615,5219.453722,2341.855478,2719.47837,2777.232,2385.558565,121.277563,6594.685275,13747.44094,5741.389936,4623.817502,1599.170789,1652.190708,2766.536603,2114.990701,860.2899159
superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,1459.512876,1935.736919,1125.272144,774.321353,1236.342506,1626.993,12798.11,18022.65,1513.497363,808.439459,6544.211623,874.735835,1157.760358,2429.268566,256.613696,501.786622,973.005664,264.787,1193.639398,797.411079,1711.461,1053.999484,2112.333125,2347.158725,1733.204152,11.6381417,1243.372643,3075.163907,4161.762,446.5231,920.903073,2384.198555,1299.078,4061.707305,3156.846,3821.897009,1098.457354,845.562,442.842513,2934.909,3407.653469,2908.713791,1257.430713,1629.069969,1413.292883,4698.093417,10314.77,729.9488,0,976.5081,1695.136252,1232.966715,1833.054302,2282.177,2292.903636,66.504897,4413.622385,11128.37157,4474.698097,2597.192002,1638.796105,666.511289,1970.823554,876.422437,659.8643875
